pergunta;alternativas;resposta_certa;alternativa_1;alternativa_2;alternativa_3;embaralhar
Como se chama a banda de rock que canta várias músicas de Chaves e de outras obras de Chespirito?;3;Netos de Dona Neves;Gentalhas do Quico;Aluguéis do Seu Madruga;-;N
Com qual número Silvio Santos quase se candidatou à presidência em 1989?;4;26;14;20;52;N
Idioma, Fruta ou Casaco. O que é um cardigã?;5;C;-;-;-;N
"Qual narrador, na Copa de 2014, comentou sobre os ""negros maravilhosos"" da Seleção Francesa?";3;Luís Roberto;Cléber Machado;Gustavo Villani;-;N
Quem é o amigo do Popeye que gosta de comer hamburguer?;3;Dudu;Leôncio;Zeca Urubu;-;N
"Quem interpretava o personagem Professor Tibúrcio no programa infantil ""Rá-Tim-Bum""?";4;Marcelo Tas;Antônio Fagundes;Luciano Amaral;Cássio Scapin;N
Moscou, Sóchi, São Petersburgo. Em que cidade russa fica o Museu Hermitage?;5;C;-;-;-;N
"Quem interpreta o líder dos escravos no filme ""Spartacus"", de 1960?";3;Kirk Douglas;Victor Mature;Gregory Peck;-;N
Qual é o nome da mascote do Jubileu de 2025 da Igreja Católica, criada em estilo anime para engajar o público jovem?;3;Luce;Pietra;Francesca;-;N
Qual verbo modal é usado no inglês para indicar permissão?;4;Can;Should;Must;Would;N
1904, 1923, 1935. Em que ano foi publicada a primeira edição da revista TIME?;5;B;-;-;-;N
Qual líder mundial tinha uma esposa chamada Raisa?;4;Mikhail Gorbachev;François Mitterrand;Jimmy Carter;Benito Mussolini;N
De que região surgiu a raça de cães Lhasa Apso?;4;Tibete;México;Rússia;Alpes Suíços;N
Em que ano morreu Raul Seixas?;4;1989;1990;1991;1992;N
Para construir o radar, foi utilizado o mesmo princípio de que animal?;4;Morcego;Rato;Coruja;Gambá;N
Vera Fischer, Sônia Braga, Bruna Lombardi. Qual atriz já foi Miss Brasil?;5;A;-;-;-;N
Em que estado nasceu o cantor Beto Barbosa?;3;Pará;Mato Grosso;Goiás;-;N
1 minuto, 2 minutos, 5 minutos. Qual é o intervalo entre os assaltos no boxe?;5;A;-;-;-;N
O que é o ACNUR?;4;Órgão da ONU;Gás nocivo;Partido político;Grupo terrorista;N
Gabriel Bortoleto correrá com qual número na Fórmula 1?;4;5;7;12;27;N
"Qual atriz faz a protagonista Bahar na novela turca ""Força de Mulher""?";4;Özge Özpirinçci;Seray Kaya;Bennu Yıldırımlar;Yeliz Ünsal;N
"Qual foi o primeiro planeta visitado no filme ""Interestelar""?";3;Planeta Miller;Planeta Mann;Planeta Edmunds;-;N
Em que ano foi lançado o filme Interestelar?;3;2014;2016;2012;-;N
"Quantas indicações ao Oscar recebeu o filme Interestelar"", de Christopher Nolan?";3;5 indicações;4 indicações;6 indicações;-;N
Qual foi o Avatar que viveu por mais tempo?;3;Kyoshi;Aang;Roku;-;N
Qual o nome do primeiro Avatar?;4;Wan;Kuruk;Kyoshi;Aang;N
Qual o nome do cometa que deu poder para a nação do fogo matar todos os nômades do Ar?;3;Sozin;Ba Sing Se;Ozai;-;N
Qual destes clubes espanhóis está localizado na capital Madri?;4;Rayo Vallecano;Barcelona;Athletic Bilbao;Sevilla;N
Qual é o primeiro país a celebrar o Ano Novo?;3;Kiribati;Samoa Americana;Palau;-;N
Qual era a altura de Golias?;4;2,92 m;3,70 m;1,95 m;2,55 m;N
"Qual é o chapéu usado por Perry, o Ornitorrinco, do desenho animado ""Phineas & Ferb""?";3;Fedora;Caxangá;Coppola;-;N
"ESPN, SporTV, TNT Sports. Em que canal temos o programa ""Sportscenter""?";5;A;-;-;-;N
"No humorístico ""Família Trapo"", quem fazia o personagem ""Bronco""?";3;Ronald Golias;Jô Soares;Chico Anysio;-;N
No zodíaco, que signo vem depois de Touro?;3;Gêmeos;Peixes;Leão;-;N
"Que atriz foi protagonista da novela ""Escrava Isaura""?";3;Lucélia Santos;Vera Fischer;Tônia Carrero;-;N
Qual é a profissão de Stella McCartney, filha de Paul McCartney?;3;Estilista;Fotógrafa;Escritora;-;N
O que faz o marido de Suzana Werner?;3;Jogador de futebol;Ator;Músico;-;N
Qual é a profissão do Professor Pardal?;3;Inventor;Eletricista;Mecânico;-;N
Que esporte pratica Michael Jordan?;3;Basquete;Vôlei;Tênis;-;N
Qual artista de televisão é dono de um circo?;3;Marcos Frota;Miguel Falabella;Guilherme Fontes;-;N
Que casal deu o primeiro beijo na televisão brasileira?;3;Vida Alves e Walter Forster;Carlos Zara e Hebe Camargo;Tarcísio Meira e G. Menezes;-;213
Ivete Sangalo fez parte de que grupo?;4;Banda Eva;Chiclete com Banana;É o Tchan;Araketu;N
No cinema, quem fez o papel de Indiana Jones?;4;Harrison Ford;Michael Douglas;Bruce Willis;Nicholas Cage;N
Como se chama a massagem para eliminação de resíduos das células?;4;Drenagem linfática;Mesoterapia;Corrente russa;Endermoterapia;N
"Quem foi o apresentador do programa ""O Céu é o Limite""?";4;Jota Silvestre;Flávio Cavalcanti;Blota Júnior;Silvio Santos;N
Os Bee Gees são originários de qual país?;4;Inglaterra;Escócia;Estados Unidos;Austrália;N
Que personagem das histórias em quadrinhos é conhecido por ser pão-duro?;4;Tio Patinhas;Mickey;Pato Donald;Pateta;N
Com quem Malu Mader é casada?;4;Tony Belotto;Alexandre Frota;Pedro Bial;Paulo Zulu;N
Na falta de carboidratos, o que o organismo usa para conseguir energia?;4;Gorduras;Proteínas;Vitaminas;Minerais;N
Qual músico foi parceiro do escritor Paulo Coelho?;4;Raul Seixas;Erasmo Carlos;Roberto Carlos;Lobão;N
Em que praia carioca foi inaugurada uma estátua em homenagem a Carlos Drummond de Andrade?;4;Copacabana;Leblon;Ipanema;Barra da Tijuca;N
Em que estado americano fica a cidade de Palo Alto?;3;Califórnia;Texas;Flórida;-;N
No jogo de tabuleiro WAR, a Suíça está dentro de qual território do jogo?;3;Alemanha;França + Portugal + Espanha + Itália;Polônia + Iugoslávia;-;132
Qual tenista foi derrotado pela promessa brasileira João Fonseca na 1ª rodada do Australian Open?;3;Andrey Rublev;Alexander Zverev;Carlos Alcaraz;-;N
"Quem faz o papel do protagonista da trilogia ""O Protetor""?";3;Denzel Washington;Keanu Reeves;Chuck Norris;-;N
"Qual é o chapéu usado por Perry, o Ornitorrinco, do desenho animado ""Phineas & Ferb""?";3;Fedora;Caxangá;Coppola;-;N
Parmo, Parmanês, Parmesão. Como se chama quem nasce na província italiana de Parma?;5;C;-;-;-;N
O termo “Novilíngua” foi criado em qual destas obras?;4;1984;Admirável Mundo Novo;Laranja Mecânica;A Máquina do Tempo;N
"Em que clássico do futebol brasileiro o narrador Milton Leite mandou a clássica frase ""Agora eu se consagro""?";4;Palmeiras x Corinthians;Flamengo x Vasco;Grêmio x Internacional;Atlético-MG x Cruzeiro;N
Em qual filme de animação tem a frase “É fazenda de boi! Tem que ter boi lá fora!”?;3;O Segredo dos Animais;O Bicho Vai Pegar;Selvagem;-;N
Quem é o compositor dos hinos dos 4 times grandes do Rio de Janeiro?;4;Lamartine Babo;Ary Barroso;Mário Filho;Noel Rosa;N
Em qual destes lugares não encontramos o urso polar?;3;Islândia;Groenlândia;Estados Unidos;-;N
Quem é a deusa da caça na mitologia grega?;3;Ártemis;Hera;Atena;-;N
O Banco Nacional, eternizado por ter patrocinado Ayrton Senna, é atualmente qual banco?;4;Itaú;Bradesco;BMG;Pan;N
Agora de volta ao Santos, a estrela Neymar Jr. jogava em qual clube da Arábia Saudita?;3;Al-Hilal;Al-Ittihad;Al-Nassr;-;N
Somália, Egito ou Etiópia. Qual destes países africanos nunca foi colonizado?;5;C;-;-;-;N
"Firmeza, Precisão ou Acerto. O que significa ""assertividade""?";5;A;-;-;-;N
Na mitologia grega, Hebe era deusa do quê?;4;Eterna juventude;Inteligência;Magia;Fogo;N
Quem interpretou Dona Beija na novela da extinta Rede Manchete?;3;Maitê Proença;Bruna Lombardi;Vera Fischer;-;N
Cardiff, Swansea ou Wrexham. Qual é a capital do País de Gales?;5;A;-;-;-;N
Mitra, Fez ou Tiara. Qual é o nome do chapéu de um bispo?;5;A;-;-;-;N
Qual destas bandeiras tem seu emoji correspondente muito utilizado na Internet pela torcida do Fluminense?;4;Hungria;Bélgica;Dinamarca;Grécia;N
Quem estrelou um comercial onde os carros são como as lanchas, motos como jetskis e pedestres como os banhistas?;3;Lars Grael;Torben Grael;Axel Grael;-;N
O desafiado desta pergunta vai ajudar a Dilma. 30% de 30% não é 30%. Quanto é?;4;9%;15%;6%;10%;N
Qual destas coisas já era possível fazer quando o Facebook foi lançado pela primeira vez?;4;Comprar livro na Amazon;Chamar alguém no iPhone;Assistir um filme na Netflix;Mandar um tweet no Twitter;N
Qual era a mensagem do primeiro SMS enviado na história?;4;Feliz Natal;Olá, mundo;Parabéns;Mensagem teste;N
Nas redes sociais, a torcida do São Paulo utiliza o emoji de qual bandeira?;4;Iêmen;Egito;Paquistão;Nepal;N
Para simbolizar a cruz de Malta nas redes sociais, os vascaínos utilizam um emoji que na verdade significa o quê?;3;Raiva;Chamas;Direção;-;N
A torcida do Grêmio utiliza emojis de 2 bandeiras nas redes sociais. Qual bandeira não é utilizada?;3;Tailândia;Botsuana;Estônia;-;N
Quando o Disney Channel acabou, a tela final exibia os créditos dos dubladores de qual atração?;3;Phineas & Ferb;Hannah Montana;Boa Sorte, Charlie;-;N
Qual é a metade de 16^300?;4;2^1199;16^300;8^150;2^599;N
Monegasco, Monaquense, Monacano. Como se chama quem nasce em Mônaco?;5;A;-;-;-;N
"Para quem Caetano Veloso respondeu, em 1978, ""Você é burro, cara. Que loucura.""?";3;Geraldo Mayrink;Tarso de Castro;Carlos Eduardo Lins da Silva;-;123
Quem é o representante legislativo do poder municipal?;3;Vereador;Prefeito;Secretário;-;N
Tejo, Douro, Guadiana. Qual é o rio que banha Lisboa?;5;A;-;-;-;N
Século II, Século IV ou Século VII. Em que século o anjo Gabriel teria aparecido a Maomé?;5;C;-;-;-;N
Qual é o maior país da União Europeia em questão de área?;4;França;Alemanha;Itália;Polônia;N
"De que país é o filme ""O Sétimo Selo"", de 1957, onde um cavaleiro das Cruzadas joga xadrez com a morte?";4;Suécia;França;Dinamarca;Holanda;N
Onde nasceu Gabriel, o Pensador?;4;Rio de Janeiro;São Paulo;Bahia;Rio Grande do Norte;N
Gabriel Leone, Gabriel Braga Nunes, Gabriel Macht. Qual Gabriel interpretou Ayrton Senna na série da Netflix?;5;A;-;-;-;N
Ouro, Prata, Bronze. Qual foi a medalha conquistada por Gabriel Medina nas Olimpíadas de Paris 2024?;5;C;-;-;-;N
Gabriel García Márquez, autor de “Cem Anos de Solidão”, nasceu em qual país?;3;Colômbia;México;Argentina;-;N
O cantor Rodriguinho fazia parte de que grupo?;3;Os Travessos;Harmonia do Samba;Exaltasamba;-;N
Qual dos itens não é um legume?;3;Escarola;Berinjela;Vagem;-;N
Como é conhecido quem nasce na cidade de Salvador, Bahia?;3;Soteropolitano;Salvadorenho;Salvadeirense;-;N
O que se usa para pintar os cílios?;3;Rímel;Lápis;Delineador;-;N
O que significa acepipe?;3;Petisco;Molho;Tempero;-;N
Onde nasceu a escritora Isabel Allende?;3;Chile;Argentina;Peru;-;N
Em qual destes times Ronaldinho Gaúcho já jogou?;3;PSG;Internazionale;Real Madrid;-;N
Qual é a principal função do sommelier no restaurante?;3;Orienta clientes sobre os vinhos;Comanda a cozinha;Recepciona os clientes;-;N
Em que século o Brasil foi descoberto?;4;Século XV;Século XIV;Século XVI;Século XVII;2134
Qual desses animais bota o maior ovo?;4;Avestruz;Ganso;Jacaré;Tartaruga;N
"Quem escreveu o verso ""Tudo vale a pena se a alma não é pequena?""";4;Fernando Pessoa;Eça de Queirós;José Samarago;Luís de Camões;N
"Que arte marcial significa ""mãos vazias""?";4;Karatê;Aikidô;Jiu-jitsu;Judô;N
Qual estado brasileiro é o maior produtor de sal?;4;Rio Grande do Norte;Ceará;Rio de Janeiro;Bahia;N
Bentinho e Capitu são personagens de qual livro de Machado de Assis?;4;Dom Casmurro;Iaiá Garcia;Quincas Borba;A mão e a luva;N
Qual compositor clássico era surdo?;4;Beethoven;Strauss;Vivaldi;Bach;N
Qual o número de Dick Vigarista na Corrida Maluca?;4;00;07;01;22;N
Dinda, Maria, Canô. Quem é a mãe de Caetano Veloso?;5;C;-;-;-;N
5, 7, 9. Quantos pontos vale uma infração gravíssima de trânsito?;5;B;-;-;-;N
Irlanda, Escócia, Inglaterra. Em que país nasceu o ator Sean Connery?;5;B;-;-;-;N
Istambul, Bombaim, Ancara. Qual o nome atual da antiga cidade de Constantinopla?;5;A;-;-;-;N
Golfe, Tênis, Beisebol. O que pratica Tiger Woods?;5;A;-;-;-;N
Irlanda, Inglaterra, Canadá. O meridiano de Greenwich tem origem em que país?;5;B;-;-;-;N
Alumínio, Lítio, Cromo. Qual é o mais leve dos metais?;5;B;-;-;-;N
1959, 1960, 1961. Em que ano Éder Jofre ganhou o título mundial dos galos?;5;B;-;-;-;N
Júpiter, Vênus, Netuno. Qual destes planetas não é possível ver a olho nu?;5;C;-;-;-;N
Qual país recebeu a primeira missão jesuíta nas Américas no século XVI?;4;Brasil;Argentina;México;Peru;N
Quantos estados brasileiros começam com a letra P?;4;5 estados;3 estados;4 estados;6 estados;2314
"Em que filme Pelé atuou e em uma das suas falas disse: ""Não. Eu sou o Jô Soares, sua piranha!""?";3;Os Trombadinhas;Fuga para a Vitória;Os Trapalhões e o Rei do Futebol;-;123
"No humorístico ""Pânico na TV"", quem era o Freddie Mercury Prateado?";4;Eduardo Sterblitch;Carioca;Vesgo;Evandro Santo;N
Lucía, Maria, Antonia. Qual é o nome da nova protagonista do GTA VI?;5;A;-;-;-;N
Qual é o nome do Burger King na Austrália?;4;Hungry Jack's;Aussie King;Burger Mate;Royal Bite;N
Qual destes filmes de ficção científica não foi dirigido por Ridley Scott?;4;Interestelar;Perdido em Marte;Blade Runner;Prometheus;N
Egeu, Adriático, Mediterrâneo. Qual destes mares banha a Ilha de Santorini, na Grécia?;5;A;-;-;-;N
De que cidade inglesa saiu o Titanic?;3;Southampton;Liverpool;Londres;-;N
1, 2, 3. Quantos álbums de estúdio foram lançados pelo grupo Mamonas Assassinas?;5;A;-;-;-;N
Onde se originou o baralho?;4;China;Império Persa;Egito;Índia;N
Quantos clubes franceses já foram campeões da Champions League?;3;Dois;Um;Três;213;N
Monarquia, Presidencialista, Parlamentarista. Em qual destes regimes o controle de estado é hereditário?;5;A;-;-;-;N
Qual ator interpreta McLovin no filme Superbad, de 2007?;4;Christopher Mintz-Plasse;Jonah Hill;Seth Rogen;Michael Cera;N
Qual gênero tem mais probabilidade de ter daltonismo?;3;Homens;Mulheres;Não depende de gênero;-;123
Qual destas opções significa a arte de comunicar de maneira persuasiva?;3;Retórica;Pathos;Demagogia;-;N
Qual era a nacionalidade da primeira pessoa a chegar sozinha no Polo Norte?;4;Japonesa;Russa;Americana;Norueguesa;N
"A obra ""Os Retirantes"" foi pintada por quem?";4;Cândido Portinari;Tarsila do Amaral;Anita Malfati;Di Cavalcanti;N
O que é manápula?;3;Uma mão enorme;Uma peça de avião;Um equipamento de alpinismo;-;213
O homem nasce bom, mas a sociedade o corrompe é uma teoria de qual filósofo?;3;Rousseau;Hobbes;Kant;-;N
De qual ano é a primeira constituição do Brasil?;4;1824;1823;1822;1825;3214
Como se chama quem nasce em Jerusalém?;4;Jerusalemita;Jerusalemense;Jerusalemiano;Jerusalemês;N
Anelídeo, Equinodermo, Molusco. O que é um caramujo?;5;C;-;-;-;N
O que é imbricado?;3;Entrelaçado;Renuído;Abespinhado;-;N
Quantas pole positions Ayrton Senna conquistou na Fórmula 1?;4;65;49;54;74;2314
O presidente da CBF, Samir Xaud, é filho do presidente de qual federação estadual de futebol?;4;Roraimense;Acreana;Amazonense;Rondoniense;N
Esconder, Falar ou Furtar. Qual é a compulsão de quem tem criptomania?;5;A;-;-;-;N
Em qual obra de J.R.R. Tolkien encontramos o personagem Smaug?;3;O Hobbit;O Senhor dos Anéis;O Silmarillion;-;N
Em um coral, qual é a voz feminina mais grave?;3;Contralto;Soprano;Tenor;-;N
Na hierarquia aristocrática, qual destes o maior título?;4;Duque;Barão;Conde;Marquês;N
Arnold Schwarzenegger, Sylvester Stallone, Bruce Willis. Quem interpretou Conan, o Bárbaro, no cinema?;5;A;-;-;-;N
Freed from Desire, a música-tema do Mundial de Clubes 2025, foi lançada em que ano?;4;1997;2000;1993;2007;N
Qual país sediou a Eurovisão 2025?;3;Suíça;Itália;França;-;N
Qual cantora do grupo Blackpink cantou a música APT com Bruno Mars?;4;Rosé;Lisa;Jennie;Jisoo;N
Qual o nome real do personagem Melhor Melhor do Mundo, feito por Eduardo Sterblitch, do humorístico Pânico na TV?;4;Jefferson;Wilson;César;Reginaldo;N
"Sergipe, Maranhão, Paraíba. Qual estado tem a palavra ""nego"" escrita na bandeira?";5;C;-;-;-;N
Em que dia da semana tradicionalmente são feitas as eleições presidenciais dos Estados Unidos?;3;Terça-feira;Segunda-feira;Quarta-feira;-;213
Recife, Nova Iorque ou Buenos Aires. Onde foi fundada a primeira sinagoga das Américas?;5;A;-;-;-;N
França, Argentina ou Espanha. Onde nasceu o cantor de tango Carlos Gardel?;5;A;-;-;-;N
1969, 1978 ou 1988. Em que ano foi promulgada a constituição em vigor no Brasil?;5;C;-;-;-;N
China, Índia ou Irã. Onde fica o Rio Ganges?;5;B;-;-;-;N
Alagoas, Maranhão, Pernambuco. Em que estado nasceu Lampião?;5;C;-;-;-;N
2, 4, 5. Quanto é 1/5 da metade de 20?;5;A;-;-;-;N
Portugal, Espanha ou França. O minueto é uma dança originária de que país?;5;C;-;-;-;N
Holanda, Bélgica ou Suíça. Onde fica a Corte Penal Internacional?;5;A;-;-;-;N
"Em que filme Leslie Nielsen diz a icônica frase ""Criança Esperança é uma ova""?";3;Todo Mundo Em Pânico 3;Corra que a Polícia vem Aí;Apertem os Cintos, o Piloto Sumiu;-;213
"Quem compõs o sucesso ""O que é que a baiana tem""?";3;Dorival Caymmi;Ary Barroso;Lamartine Babo;-;N
Em qual destes filmes o protagonista é cego?;3;Perfume de Mulher;Cidade dos Anjos;Veludo Azul;-;N
Nas histórias em quadrinhos, qual o nome do animal de estimação da Magali?;3;Mingau;Bidu;Floquinho;-;N
Além de ator, que outra ocupação o comediante Rogério Cardoso teve quando era vivo?;3;Vereador;Pintor;Cameraman;-;N
Quantos anos Mick Jagger completou em 2025?;3;82;80;76;-;N
Em que ano Ayrton Senna ganhou seu primeiro campeonato de Fórmula 1?;3;1988;1989;1990;-;123
Quem inventou o revólver?;3;Samuel Colt;Pietro Beretta;Joseph Taurus;-;N
Elvis Presley fez quantos filmes como ator?;3;31;33;29;-;N
Qual era a profissão do ex-presidente americano Ronald Reagan antes de ser político?;4;Ator;Advogado;Fazendeiro;Médico;N
Qual foi o último time de David Beckham?;4;Paris Saint-Germain;Milan;LA Galaxy;Real Madrid;N
Qual é o nome do primeiro filme inteiramente falado feito por Charles Chaplin?;4;O Grande Ditador;Tempos Modernos;O Garoto;Luzes da Ribalta;N
Qual é a idade mínima para ser vereador no Brasil?;4;18 anos;21 anos;25 anos;28 anos;1234
Hamlet, personagem de Shakespeare, era príncipe de qual país?;4;Dinamarca;Suécia;Suíça;França;N
Que país é o maior produtor mundial de ouro?;4;China;Canadá;Estados Unidos;Rússia;N
Qual é o drinque preferido do personagem James Bond?;4;Dry Martini;Alexander;Bloody Mary;Daiquiri;N
Qual é o nome artístico do cantor Jair Alves de Souza?;4;Jerry Adriani;Jair Rodrigues;Juca Chaves;Jamelão;N
A atriz Lizandra Souto foi casada com qual jogador de vôlei?;3;Tande;Giovane;Maurício;-;N
"Quem foi o diretor do filme ""Tubarão""?";3;Steven Spielberg;James Cameron;John Woo;-;N
Que mulheres mitológicas eram guerreiras e amputavam o seio direito?;3;Amazonas;Valquírias;Medusas;-;N
Qual é o ponto turístico mais visitado do mundo?;3;Torre Eiffel;Big Ben;Empire State;-;N
Qual o nome de batismo do boxeador Muhammad Ali?;3;Cassius Clay;George Foreman;Joe Louis;-;N
"No filme ""As Panteras"", quem faz o papel de Natalie?";3;Cameron Diaz;Lucy Liu;Drew Barrymore;-;N
Os cidadãos de que país estão isentos de impostos?;3;Mônaco;Suécia;Suíça;-;N
"Qual era a profissão de Antoine de Saint-Exupéry, autor de ""O Pequeno Príncipe""?";3;Aviador;Médico;Jornalista;-;N
Qual foi o primeiro cantor do mundo a gravar uma música em disco?;4;Enrico Caruso;Carlos Gardel;Francisco Alves;Vicente Celestino;N
Em que cidade mineira nasceu a dançarina Scheila Carvalho?;4;Juiz de Fora;Uberlândia;Uberaba;Belo Horizonte;N
"O seriado ""Chaves"" foi produzido em qual país latino-americano?";4;México;Argentina;Chile;Venezuela;N
"Qual ator fez o papel principal no filme ""O Homem da Máscara de Ferro""?";4;Leonardo di Caprio;Keanu Reeves;Brad Pitt;Tom Hanks;N
Do que tem medo a pessoa que sofre de triscedecofobia?;4;Número 13;Espelho;Escadas;Gato preto;N
Salomão Ayala foi personagem de qual novela dos anos 70?;4;O Astro;Pecado Capital;Carinhoso;Selva de Pedra;N
A ilha de Marajó pertence a qual estado?;4;Pará;Amazonas;Maranhão;Paraíba;N
Qual era o nome do corcunda de Notre-Dame?;4;Quasímodo;Igor;Gárgula;Cérbero;N
Qual das flores é símbolo do México?;4;Dália;Orquídea;Tulipa;Rosa;N
